"Box plot","LOC Gene ID","Project ID","Experiment ID","Experiment name","Variety","Development stage","Tissue","Expression value"
"","LOC_Os01g04730","SRP028766","SRX336014","Shoot_24h+Pi_r1","Nipponbare","14 days seedling","Shoot","14.265"
"","LOC_Os01g04730","SRP028766","SRX336015","Shoot_24h+Pi_r2","Nipponbare","14 days seedling","Shoot","13.3818"
"","LOC_Os01g04730","SRP028766","SRX336016","Shoot_24h+Pi_r3","Nipponbare","14 days seedling","Shoot","7.01285"
"","LOC_Os01g04730","SRP028766","SRX336017","Shoot_24h-Pi_r1","Nipponbare","14 days seedling","Shoot","16.1242"
"","LOC_Os01g04730","SRP028766","SRX336018","Shoot_24h-Pi_r2","Nipponbare","14 days seedling","Shoot","12.8135"
"","LOC_Os01g04730","SRP028766","SRX336019","Shoot_24h-Pi_r3","Nipponbare","14 days seedling","Shoot","6.03123"
"","LOC_Os01g04730","SRP028766","SRX336020","Shoot_3d+Pi_r1","Nipponbare","17 days seedling","Shoot","7.90241"
"","LOC_Os01g04730","SRP028766","SRX336021","Shoot_3d+Pi_r2","Nipponbare","17 days seedling","Shoot","7.65662"
"","LOC_Os01g04730","SRP028766","SRX336022","Shoot_3d+Pi_r3","Nipponbare","17 days seedling","Shoot","7.13107"
"","LOC_Os01g04730","SRP028766","SRX336023","Shoot_3d-Pi_r1","Nipponbare","17 days seedling","Shoot","9.63066"
"","LOC_Os01g04730","SRP028766","SRX336024","Shoot_3d-Pi_r2","Nipponbare","17 days seedling","Shoot","14.9921"
"","LOC_Os01g04730","SRP028766","SRX336025","Shoot_3d-Pi_r3","Nipponbare","17 days seedling","Shoot","7.12792"
"","LOC_Os01g04730","SRP028766","SRX336026","Shoot_6h+Pi_r1","Nipponbare","14 days seedling","Shoot","20.9232"
"","LOC_Os01g04730","SRP028766","SRX336027","Shoot_6h+Pi_r2","Nipponbare","14 days seedling","Shoot","20.968"
"","LOC_Os01g04730","SRP028766","SRX336028","Shoot_6h+Pi_r3","Nipponbare","14 days seedling","Shoot","12.2175"
"","LOC_Os01g04730","SRP028766","SRX336029","Shoot_6h-Pi_r1","Nipponbare","14 days seedling","Shoot","20.4796"
"","LOC_Os01g04730","SRP028766","SRX336030","Shoot_6h-Pi_r2","Nipponbare","14 days seedling","Shoot","18.9659"
"","LOC_Os01g04730","SRP028766","SRX336031","Shoot_6h-Pi_r3","Nipponbare","14 days seedling","Shoot","12.6982"
"","LOC_Os01g04730","SRP028766","SRX336032","Shoot_7d+Pi_r1","Nipponbare","21 days seedling","Shoot","5.78642"
"","LOC_Os01g04730","SRP028766","SRX336033","Shoot_7d+Pi_r2","Nipponbare","21 days seedling","Shoot","7.56345"
"","LOC_Os01g04730","SRP028766","SRX336034","Shoot_7d+Pi_r3","Nipponbare","21 days seedling","Shoot","4.43721"
"","LOC_Os01g04730","SRP028766","SRX336035","Shoot_7d-Pi_r1","Nipponbare","21 days seedling","Shoot","13.6401"
"","LOC_Os01g04730","SRP028766","SRX336036","Shoot_7d-Pi_r2","Nipponbare","21 days seedling","Shoot","12.0934"
"","LOC_Os01g04730","SRP028766","SRX336037","Shoot_7d-Pi_r3","Nipponbare","21 days seedling","Shoot","7.38076"
"","LOC_Os01g04730","SRP011893","SRX130833","Shoot_As(III)_24h","Nipponbare","3 days seeding","Shoot","20.3025"
"","LOC_Os01g04730","DRP001141","DRX012214","Shoot_Cd_0h_r1","Nipponbare","10 days seedling","Shoot","25.673"
"","LOC_Os01g04730","DRP001141","DRX012215","Shoot_Cd_0h_r2","Nipponbare","10 days seedling","Shoot","21.7927"
"","LOC_Os01g04730","DRP001141","DRX012223","Shoot_Cd_0h_r3","Nipponbare","10 days seedling","Shoot","19.5183"
"","LOC_Os01g04730","DRP001141","DRX012216","Shoot_Cd_1h_r1","Nipponbare","10 days seedling","Shoot","27.9559"
"","LOC_Os01g04730","DRP001141","DRX012217","Shoot_Cd_1h_r2","Nipponbare","10 days seedling","Shoot","21.8929"
"","LOC_Os01g04730","DRP001141","DRX012224","Shoot_Cd_1h_r3","Nipponbare","10 days seedling","Shoot","23.2473"
"","LOC_Os01g04730","DRP001141","DRX012218","Shoot_Cd_24h_r1","Nipponbare","10 days seedling","Shoot","29.9451"
"","LOC_Os01g04730","DRP001141","DRX012219","Shoot_Cd_24h_r2","Nipponbare","10 days seedling","Shoot","29.1703"
"","LOC_Os01g04730","DRP001141","DRX012225","Shoot_Cd_24h_r3","Nipponbare","10 days seedling","Shoot","29.1855"
"","LOC_Os01g04730","SRP043448","SRX612565","Shoot_MET1-2_Mm","Nipponbare","11 days seedling","Shoot","179.923"
"","LOC_Os01g04730","SRP043448","SRX612566","Shoot_MET1-2_mm","Nipponbare","11 days seedling","Shoot","313.258"
"","LOC_Os01g04730","SRP043448","SRX612564","Shoot_MET1-2_WT","Nipponbare","11 days seedling","Shoot","255.569"
"","LOC_Os01g04730","DRP000391","DRX000673","Shoot_Normal","Nipponbare","7 days seedling","Shoot","42.0784"
"","LOC_Os01g04730","SRP047482","SRX738077","Shoot_Normal","Nipponbare","14 days after germination","Shoot","12.6858"
"","LOC_Os01g04730","SRP049102","SRX737138","Shoot_WT","Nipponbare","after harvesting and air-drying for around one month","Shoot","223.822"
"","LOC_Os01g04800","SRP047482","SRX738069","Anther_Normal","Nipponbare","before flowering","Anther","0.643884"
"","LOC_Os01g04800","DRP001762","DRX014510","Anther_WT","Nipponbare","flowering","Anther","0.141108"
"","LOC_Os01g04800","DRP000391","DRX000661","Callus_Normal","Nipponbare","N6D medium","Callus","15.9213"
"","LOC_Os01g04800","SRP039045","SRX477950","Leaf","Nipponbare","","Leaf","0.106163"
"","LOC_Os01g04800","DRP002329","DRX017638","Leaf_35S:OSH1_-GR+DEX_24h_r1","Nipponbare","21 days seedling","Leaf","39.0335"
"","LOC_Os01g04800","DRP002329","DRX017646","Leaf_35S:OSH1_-GR+DEX_24h_r2","Nipponbare","21 days seedling","Leaf","28.7044"
"","LOC_Os01g04800","DRP002329","DRX017636","Leaf_35S:OSH1_-GR+DEX_3h_r1","Nipponbare","21 days seedling","Leaf","20.2929"
"","LOC_Os01g04800","DRP002329","DRX017644","Leaf_35S:OSH1_-GR+DEX_3h_r2","Nipponbare","21 days seedling","Leaf","26.7126"
"","LOC_Os01g04800","DRP002329","DRX017637","Leaf_35S:OSH1_-GR+DEX_6h_r1","Nipponbare","21 days seedling","Leaf","14.9905"
"","LOC_Os01g04800","DRP002329","DRX017645","Leaf_35S:OSH1_-GR+DEX_6h_r2","Nipponbare","21 days seedling","Leaf","3.03765"
"","LOC_Os01g04800","DRP002329","DRX017635","Leaf_35S:OSH1_-GR+DEX_r1","Nipponbare","21 days seedling","Leaf","4.34139"
"","LOC_Os01g04800","DRP002329","DRX017643","Leaf_35S:OSH1_-GR+DEX_r2","Nipponbare","21 days seedling","Leaf","4.50114"
"","LOC_Os01g04800","SRP056884","SRX978709","Leaf_B8-12_r1","Nipponbare","16 days seedling","Leaf","51.408"
"","LOC_Os01g04800","SRP056884","SRX978710","Leaf_B8-12_r2","Nipponbare","16 days seedling","Leaf","33.1315"
"","LOC_Os01g04800","SRP056884","SRX978711","Leaf_B8-12_r3","Nipponbare","16 days seedling","Leaf","47.6132"
"","LOC_Os01g04800","SRP056884","SRX978700","Leaf_BLS256_r1","Nipponbare","16 days seedling","Leaf","58.6749"
"","LOC_Os01g04800","SRP056884","SRX978701","Leaf_BLS256_r2","Nipponbare","16 days seedling","Leaf","51.4039"
"","LOC_Os01g04800","SRP056884","SRX978702","Leaf_BLS256_r3","Nipponbare","16 days seedling","Leaf","42.7071"
"","LOC_Os01g04800","SRP056884","SRX978703","Leaf_BLS279_r1","Nipponbare","16 days seedling","Leaf","30.1235"
"","LOC_Os01g04800","SRP056884","SRX978704","Leaf_BLS279_r2","Nipponbare","16 days seedling","Leaf","41.3772"
"","LOC_Os01g04800","SRP056884","SRX978705","Leaf_BLS279_r3","Nipponbare","16 days seedling","Leaf","48.3235"
"","LOC_Os01g04800","SRP056884","SRX978718","Leaf_BXOR1_r1","Nipponbare","16 days seedling","Leaf","2.7575"
"","LOC_Os01g04800","SRP056884","SRX978719","Leaf_BXOR1_r2","Nipponbare","16 days seedling","Leaf","17.7909"
"","LOC_Os01g04800","SRP056884","SRX978720","Leaf_BXOR1_r3","Nipponbare","16 days seedling","Leaf","24.3471"
"","LOC_Os01g04800","SRP056884","SRX978706","Leaf_CFBP2286_r1","Nipponbare","16 days seedling","Leaf","2.74457"
"","LOC_Os01g04800","SRP056884","SRX978707","Leaf_CFBP2286_r2","Nipponbare","16 days seedling","Leaf","21.1078"
"","LOC_Os01g04800","SRP056884","SRX978708","Leaf_CFBP2286_r3","Nipponbare","16 days seedling","Leaf","20.6448"
"","LOC_Os01g04800","SRP056884","SRX978721","Leaf_CFBP7331_r1","Nipponbare","16 days seedling","Leaf","22.6022"
"","LOC_Os01g04800","SRP056884","SRX978722","Leaf_CFBP7331_r2","Nipponbare","16 days seedling","Leaf","51.5839"
"","LOC_Os01g04800","SRP056884","SRX978723","Leaf_CFBP7331_r3","Nipponbare","16 days seedling","Leaf","60.4624"
"","LOC_Os01g04800","SRP056884","SRX978724","Leaf_CFBP7341_r1","Nipponbare","16 days seedling","Leaf","29.311"
"","LOC_Os01g04800","SRP056884","SRX978725","Leaf_CFBP7341_r2","Nipponbare","16 days seedling","Leaf","34.4049"
"","LOC_Os01g04800","SRP056884","SRX978726","Leaf_CFBP7341_r3","Nipponbare","16 days seedling","Leaf","55.4802"
"","LOC_Os01g04800","SRP056884","SRX978727","Leaf_CFBP7342_r3","Nipponbare","16 days seedling","Leaf","25.8723"
"","LOC_Os01g04800","SRP056884","SRX978728","Leaf_CFBP7342_r4","Nipponbare","16 days seedling","Leaf","40.2934"
"","LOC_Os01g04800","SRP056884","SRX978729","Leaf_CFBP7342_r5","Nipponbare","16 days seedling","Leaf","44.5071"
"","LOC_Os01g04800","SRP056884","SRX978712","Leaf_L8_r1","Nipponbare","16 days seedling","Leaf","10.0252"
"","LOC_Os01g04800","SRP056884","SRX978713","Leaf_L8_r2","Nipponbare","16 days seedling","Leaf","45.7191"
"","LOC_Os01g04800","SRP056884","SRX978714","Leaf_L8_r3","Nipponbare","16 days seedling","Leaf","40.2008"
"","LOC_Os01g04800","SRP056884","SRX978730","Leaf_Mock","Nipponbare","16 days seedling","Leaf","5.45401"
"","LOC_Os01g04800","SRP056884","SRX978731","Leaf_Mock","Nipponbare","16 days seedling","Leaf","2.92925"
"","LOC_Os01g04800","SRP056884","SRX978732","Leaf_Mock","Nipponbare","16 days seedling","Leaf","1.7872"
"","LOC_Os01g04800","DRP000391","DRX000663","Leaf_Normal","Nipponbare","7 days before heading to 7 days after flowering","Leaf","1.0561"
"","LOC_Os01g04800","SRP052309","SRX844803","Leaf_Osbhlh148-DR_r1","Nipponbare","45 days old plant","Leaf","4.0646"
"","LOC_Os01g04800","SRP052309","SRX844804","Leaf_Osbhlh148-DR_r2","Nipponbare","45 days old plant","Leaf","8.75454"
"","LOC_Os01g04800","SRP052309","SRX844805","Leaf_Osbhlh148-WW_r1","Nipponbare","45 days old plant","Leaf","0.032143"
"","LOC_Os01g04800","SRP052309","SRX844806","Leaf_Osbhlh148-WW_r2","Nipponbare","45 days old plant","Leaf","0.039424"
"","LOC_Os01g04800","SRP052310","SRX844813","Leaf_Oshsfa2e-DR_r1","Nipponbare","45 days old plant","Leaf","10.7414"
"","LOC_Os01g04800","SRP052310","SRX844814","Leaf_Oshsfa2e-DR_r2","Nipponbare","45 days old plant","Leaf","0.02421"
"","LOC_Os01g04800","SRP052310","SRX844815","Leaf_Oshsfa2e-WW_r1","Nipponbare","45 days old plant","Leaf","0.02421"
"","LOC_Os01g04800","SRP052310","SRX844816","Leaf_Oshsfa2e-WW_r2","Nipponbare","45 days old plant","Leaf","0.218395"
"","LOC_Os01g04800","SRP057260","SRX997484","Leaf_PXO99A_BLS256 Tal11b_r1","Nipponbare","28 days seedling","Leaf","46.7212"
"","LOC_Os01g04800","SRP057260","SRX997485","Leaf_PXO99A_BLS256 Tal11b_r2","Nipponbare","28 days seedling","Leaf","56.0617"
"","LOC_Os01g04800","SRP057260","SRX997480","Leaf_PXO99A_BLS256 Tal2a_r1","Nipponbare","28 days seedling","Leaf","0.548592"
"","LOC_Os01g04800","SRP057260","SRX997481","Leaf_PXO99A_BLS256 Tal2a_r2","Nipponbare","28 days seedling","Leaf","0.798433"
"","LOC_Os01g04800","SRP057260","SRX997482","Leaf_PXO99A_dTal280_r1","Nipponbare","28 days seedling","Leaf","2.50217"
"","LOC_Os01g04800","SRP057260","SRX997483","Leaf_PXO99A_dTal280_r2","Nipponbare","28 days seedling","Leaf","3.30059"
"","LOC_Os01g04800","SRP049212","SRX739680","Leaf_r1","Nipponbare","14 days seedling","Leaf","6.78234"
"","LOC_Os01g04800","SRP049212","SRX739699","Leaf_r2","Nipponbare","14 days seedling","Leaf","8.47237"
"","LOC_Os01g04800","SRP049212","SRX739700","Leaf_r3","Nipponbare","14 days seedling","Leaf","5.18462"
"","LOC_Os01g04800","SRP056884","SRX978715","Leaf_RS105_r1","Nipponbare","16 days seedling","Leaf","9.51176"
"","LOC_Os01g04800","SRP056884","SRX978716","Leaf_RS105_r2","Nipponbare","16 days seedling","Leaf","37.3331"
"","LOC_Os01g04800","SRP056884","SRX978717","Leaf_RS105_r3","Nipponbare","16 days seedling","Leaf","29.656"
"","LOC_Os01g04800","SRP017256","SRX235858","Leaf_T2-PiZt-11-R","Nipponbare","21 days after transplanting","Leaf","31.3625"
"","LOC_Os01g04800","SRP017256","SRX235859","Leaf_T2-PiZt-11-S","Nipponbare","21 days after transplanting","Leaf","25.7343"
"","LOC_Os01g04800","SRP017256","SRX235860","Leaf_T4-PiZt-11-R","Nipponbare","21 days after transplanting","Leaf","57.5328"
"","LOC_Os01g04800","SRP017256","SRX235861","Leaf_T4-PiZt-11-S","Nipponbare","21 days after transplanting","Leaf","36.7315"
"","LOC_Os01g04800","SRP017256","SRX235863","Leaf_T6-Pi9-R","Nipponbare","21 days after transplanting","Leaf","34.4981"
"","LOC_Os01g04800","SRP017256","SRX235862","Leaf_T6-PiZt-11-R","Nipponbare","21 days after transplanting","Leaf","58.0096"
"","LOC_Os01g04800","SRP017256","SRX235864","Leaf_T6-Spin1i-1-R","Nipponbare","21 days after transplanting","Leaf","19.9985"
"","LOC_Os01g04800","SRP029886","SRX348482","Leaf_WT","Nipponbare","14 days seedling","Leaf","0.072303"
"","LOC_Os01g04800","DRP002329","DRX017642","Leaf_WT-DEX_24h_r1","Nipponbare","21 days seedling","Leaf","17.3131"
"","LOC_Os01g04800","DRP002329","DRX017650","Leaf_WT-DEX_24h_r2","Nipponbare","21 days seedling","Leaf","62.2486"
"","LOC_Os01g04800","DRP002329","DRX017640","Leaf_WT-DEX_3h_r1","Nipponbare","21 days seedling","Leaf","19.2955"
"","LOC_Os01g04800","DRP002329","DRX017648","Leaf_WT-DEX_3h_r2","Nipponbare","21 days seedling","Leaf","10.2341"
"","LOC_Os01g04800","DRP002329","DRX017641","Leaf_WT-DEX_6h_r1","Nipponbare","21 days seedling","Leaf","14.9248"
"","LOC_Os01g04800","DRP002329","DRX017649","Leaf_WT-DEX_6h_r2","Nipponbare","21 days seedling","Leaf","8.4663"
"","LOC_Os01g04800","DRP002329","DRX017639","Leaf_WT-DEX_r1","Nipponbare","21 days seedling","Leaf","2.38855"
"","LOC_Os01g04800","DRP002329","DRX017647","Leaf_WT-DEX_r2","Nipponbare","21 days seedling","Leaf","14.9029"
"","LOC_Os01g04800","SRP052306","SRX844621","Leaf_WT-DR_SRP052306_r1","Nipponbare","45 days old plant","Leaf","0.092011"
"","LOC_Os01g04800","SRP052306","SRX844622","Leaf_WT-DR_SRP052306_r2","Nipponbare","45 days old plant","Leaf","0.040001"
"","LOC_Os01g04800","SRP052309","SRX844799","Leaf_WT-DR_SRP052309_r1","Nipponbare","45 days old plant","Leaf","0.092011"
"","LOC_Os01g04800","SRP052309","SRX844800","Leaf_WT-DR_SRP052309_r2","Nipponbare","45 days old plant","Leaf","0.040001"
"","LOC_Os01g04800","SRP052310","SRX844809","Leaf_WT-DR_SRP052310_r1","Nipponbare","45 days old plant","Leaf","0.092011"
"","LOC_Os01g04800","SRP052310","SRX844810","Leaf_WT-DR_SRP052310_r2","Nipponbare","45 days old plant","Leaf","0.040001"
"","LOC_Os01g04800","SRP052306","SRX844623","Leaf_WT-WW_SRP052306_r1","Nipponbare","45 days old plant","Leaf","0.045901"
"","LOC_Os01g04800","SRP052306","SRX844624","Leaf_WT-WW_SRP052306_r2","Nipponbare","45 days old plant","Leaf","0.133087"
"","LOC_Os01g04800","SRP052309","SRX844801","Leaf_WT-WW_SRP052309_r1","Nipponbare","45 days old plant","Leaf","0.045901"
"","LOC_Os01g04800","SRP052309","SRX844802","Leaf_WT-WW_SRP052309_r2","Nipponbare","45 days old plant","Leaf","0.133087"
"","LOC_Os01g04800","SRP052310","SRX844811","Leaf_WT-WW_SRP052310_r1","Nipponbare","45 days old plant","Leaf","0.045901"
"","LOC_Os01g04800","SRP052310","SRX844812","Leaf_WT-WW_SRP052310_r2","Nipponbare","45 days old plant","Leaf","0.133087"
"","LOC_Os01g04800","SRP017256","SRX235856","Leaf_WT2007","Nipponbare","21 days after transplanting","Leaf","33.7178"
"","LOC_Os01g04800","SRP017256","SRX235857","Leaf_WT2011","Nipponbare","21 days after transplanting","Leaf","16.3009"
"","LOC_Os01g04800","SRP039045","SRX477951","Panicle","Nipponbare","","Panicle","0.026477"
"","LOC_Os01g04800","DRP000391","DRX000665","Panicle_Normal","Nipponbare","7 days before heading","Panicle","1.9199"
"","LOC_Os01g04800","DRP000391","DRX000667","Panicle_Normal","Nipponbare","7 days after flowering","Panicle","0.076108"
"","LOC_Os01g04800","SRP035332","SRX425435","Panicle_young_0.5cm","Nipponbare","flowering","Panicle","0.064954"
"","LOC_Os01g04800","SRP047482","SRX738075","Pistil_Normal","Nipponbare","before flowering","Pistil","2.40149"
"","LOC_Os01g04800","SRP039045","SRX477952","Root","Nipponbare","","Root","6.56554"
"","LOC_Os01g04800","DRP000716","DRX002019","Root_-Pi_0day_r1","Nipponbare","14 days seedling","Root","16.196"
"","LOC_Os01g04800","DRP000716","DRX002020","Root_-Pi_0day_r2","Nipponbare","14 days seedling","Root","7.15352"
"","LOC_Os01g04800","DRP000716","DRX002024","Root_-Pi_22day_r1","Nipponbare","14 days seedling","Root","18.0693"
"","LOC_Os01g04800","DRP000716","DRX002026","Root_-Pi_22day_r2","Nipponbare","14 days seedling","Root","17.7015"
"","LOC_Os01g04800","SRP028766","SRX335912","Root_1h+Pi_r1","Nipponbare","14 days seedling","Root","7.43448"
"","LOC_Os01g04800","SRP028766","SRX335913","Root_1h+Pi_r2","Nipponbare","14 days seedling","Root","12.6713"
"","LOC_Os01g04800","SRP028766","SRX335914","Root_1h+Pi_r3","Nipponbare","14 days seedling","Root","6.76"
"","LOC_Os01g04800","SRP028766","SRX335915","Root_1h-Pi_r1","Nipponbare","14 days seedling","Root","14.1317"
"","LOC_Os01g04800","SRP028766","SRX335916","Root_1h-Pi_r2","Nipponbare","14 days seedling","Root","8.05664"
"","LOC_Os01g04800","SRP028766","SRX335917","Root_1h-Pi_r3","Nipponbare","14 days seedling","Root","9.8794"
"","LOC_Os01g04800","SRP028766","SRX335918","Root_21d+1h+Pi_r1","Nipponbare","35 days seedling","Root","3.6773"
"","LOC_Os01g04800","SRP028766","SRX335919","Root_21d+1h+Pi_r2","Nipponbare","35 days seedling","Root","3.14466"
"","LOC_Os01g04800","SRP028766","SRX335920","Root_21d+1h+Pi_r3","Nipponbare","35 days seedling","Root","2.8172"
"","LOC_Os01g04800","SRP028766","SRX335921","Root_21d+1h-Pi_r1","Nipponbare","35 days seedling","Root","5.98416"
"","LOC_Os01g04800","SRP028766","SRX335922","Root_21d+1h-Pi_r2","Nipponbare","35 days seedling","Root","9.17922"
"","LOC_Os01g04800","SRP028766","SRX335923","Root_21d+1h-Pi_r3","Nipponbare","35 days seedling","Root","5.84704"
"","LOC_Os01g04800","SRP028766","SRX335924","Root_21d+1hRe_r1","Nipponbare","35 days seedling","Root","7.73075"
"","LOC_Os01g04800","SRP028766","SRX335925","Root_21d+1hRe_r2","Nipponbare","35 days seedling","Root","5.57168"
"","LOC_Os01g04800","SRP028766","SRX335926","Root_21d+1hRe_r3","Nipponbare","35 days seedling","Root","8.33813"
"","LOC_Os01g04800","SRP028766","SRX335927","Root_21d+24h+Pi_r1","Nipponbare","35 days seedling","Root","5.12179"
"","LOC_Os01g04800","SRP028766","SRX335928","Root_21d+24h+Pi_r2","Nipponbare","35 days seedling","Root","3.90136"
"","LOC_Os01g04800","SRP028766","SRX335929","Root_21d+24h+Pi_r3","Nipponbare","35 days seedling","Root","4.36202"
"","LOC_Os01g04800","SRP028766","SRX335930","Root_21d+24h-Pi_r1","Nipponbare","35 days seedling","Root","16.5277"
"","LOC_Os01g04800","SRP028766","SRX335931","Root_21d+24h-Pi_r2","Nipponbare","35 days seedling","Root","9.00093"
"","LOC_Os01g04800","SRP028766","SRX335932","Root_21d+24h-Pi_r3","Nipponbare","35 days seedling","Root","7.97817"
"","LOC_Os01g04800","SRP028766","SRX335933","Root_21d+24hRe_r1","Nipponbare","35 days seedling","Root","9.28204"
"","LOC_Os01g04800","SRP028766","SRX335934","Root_21d+24hRe_r2","Nipponbare","35 days seedling","Root","10.1491"
"","LOC_Os01g04800","SRP028766","SRX335935","Root_21d+24hRe_r3","Nipponbare","35 days seedling","Root","9.38606"
"","LOC_Os01g04800","SRP028766","SRX335936","Root_21d+6h+Pi_r1","Nipponbare","35 days seedling","Root","8.89313"
"","LOC_Os01g04800","SRP028766","SRX335937","Root_21d+6h+Pi_r2","Nipponbare","35 days seedling","Root","6.76348"
"","LOC_Os01g04800","SRP028766","SRX335938","Root_21d+6h+Pi_r3","Nipponbare","35 days seedling","Root","11.0027"
"","LOC_Os01g04800","SRP028766","SRX335939","Root_21d+6h-Pi_r1","Nipponbare","35 days seedling","Root","7.41715"
"","LOC_Os01g04800","SRP028766","SRX335940","Root_21d+6h-Pi_r2","Nipponbare","35 days seedling","Root","10.7599"
"","LOC_Os01g04800","SRP028766","SRX335941","Root_21d+6h-Pi_r3","Nipponbare","35 days seedling","Root","8.88246"
"","LOC_Os01g04800","SRP028766","SRX335942","Root_21d+6hRe_r1","Nipponbare","35 days seedling","Root","3.66465"
"","LOC_Os01g04800","SRP028766","SRX335943","Root_21d+6hRe_r2","Nipponbare","35 days seedling","Root","5.76093"
"","LOC_Os01g04800","SRP028766","SRX335944","Root_21d+6hRe_r3","Nipponbare","35 days seedling","Root","6.79005"
"","LOC_Os01g04800","SRP061678","SRX374435","Root_21d-Pi&3d+Pi_r1","Nipponbare","24 days seedling","Root","7.60756"
"","LOC_Os01g04800","SRP061678","SRX374436","Root_21d-Pi&3d+Pi_r2","Nipponbare","24 days seedling","Root","7.49279"
"","LOC_Os01g04800","SRP061678","SRX374431","Root_21d3d+Pi_r1","Nipponbare","24 days seedling","Root","5.44213"
"","LOC_Os01g04800","SRP061678","SRX374432","Root_21d3d+Pi_r2","Nipponbare","24 days seedling","Root","6.13804"
"","LOC_Os01g04800","SRP061678","SRX374433","Root_21d3d+Pi_r3","Nipponbare","24 days seedling","Root","4.91568"
"","LOC_Os01g04800","SRP061678","SRX374437","Root_21d3d-Pi_r1","Nipponbare","24 days seedling","Root","5.16828"
"","LOC_Os01g04800","SRP061678","SRX374439","Root_21d3d-Pi_r2","Nipponbare","24 days seedling","Root","6.45672"
"","LOC_Os01g04800","SRP028766","SRX335945","Root_21dd+Pi_r1","Nipponbare","35 days seedling","Root","3.07288"
"","LOC_Os01g04800","SRP028766","SRX335946","Root_21dd+Pi_r2","Nipponbare","35 days seedling","Root","2.68842"
"","LOC_Os01g04800","SRP028766","SRX335947","Root_21dd+Pi_r3","Nipponbare","35 days seedling","Root","3.1278"
"","LOC_Os01g04800","SRP028766","SRX335948","Root_21dd-Pi_r1","Nipponbare","35 days seedling","Root","13.5575"
"","LOC_Os01g04800","SRP028766","SRX335949","Root_21dd-Pi_r2","Nipponbare","35 days seedling","Root","6.82527"
"","LOC_Os01g04800","SRP028766","SRX335950","Root_21dd-Pi_r3","Nipponbare","35 days seedling","Root","7.43682"
"","LOC_Os01g04800","SRP028766","SRX335951","Root_24h+Pi_r1","Nipponbare","14 days seedling","Root","7.56854"
"","LOC_Os01g04800","SRP028766","SRX335952","Root_24h+Pi_r2","Nipponbare","14 days seedling","Root","15.922"
"","LOC_Os01g04800","SRP028766","SRX335953","Root_24h+Pi_r3","Nipponbare","14 days seedling","Root","6.64249"
"","LOC_Os01g04800","SRP028766","SRX335954","Root_24h-Pi_r1","Nipponbare","14 days seedling","Root","9.088"
"","LOC_Os01g04800","SRP028766","SRX335955","Root_24h-Pi_r2","Nipponbare","14 days seedling","Root","12.6743"
"","LOC_Os01g04800","SRP028766","SRX335956","Root_24h-Pi_r3","Nipponbare","14 days seedling","Root","9.46974"
"","LOC_Os01g04800","SRP028766","SRX335958","Root_3d+Pi_r2","Nipponbare","17 days seedling","Root","5.7505"
"","LOC_Os01g04800","SRP028766","SRX335959","Root_3d+Pi_r3","Nipponbare","17 days seedling","Root","5.77494"
"","LOC_Os01g04800","SRP028766","SRX335960","Root_3d-Pi_r1","Nipponbare","17 days seedling","Root","5.84351"
"","LOC_Os01g04800","SRP028766","SRX335961","Root_3d-Pi_r2","Nipponbare","17 days seedling","Root","5.10944"
"","LOC_Os01g04800","SRP028766","SRX335962","Root_3d-Pi_r3","Nipponbare","17 days seedling","Root","7.74905"
"","LOC_Os01g04800","SRP061678","SRX670644","Root_52d-Pi","Nipponbare","52 days seedling","Root","2.06139"
"","LOC_Os01g04800","SRP028766","SRX335963","Root_6h+Pi_r1","Nipponbare","14 days seedling","Root","5.23795"
"","LOC_Os01g04800","SRP028766","SRX335964","Root_6h+Pi_r2","Nipponbare","14 days seedling","Root","7.14654"
"","LOC_Os01g04800","SRP028766","SRX335965","Root_6h+Pi_r3","Nipponbare","14 days seedling","Root","5.48975"
"","LOC_Os01g04800","SRP028766","SRX335966","Root_6h-Pi_r1","Nipponbare","14 days seedling","Root","6.5655"
"","LOC_Os01g04800","SRP028766","SRX335967","Root_6h-Pi_r2","Nipponbare","14 days seedling","Root","5.46083"
"","LOC_Os01g04800","SRP028766","SRX335968","Root_6h-Pi_r3","Nipponbare","14 days seedling","Root","6.31445"
"","LOC_Os01g04800","SRP028766","SRX335969","Root_7d+Pi_r1","Nipponbare","21 days seedling","Root","2.69873"
"","LOC_Os01g04800","SRP028766","SRX335970","Root_7d+Pi_r2","Nipponbare","21 days seedling","Root","3.85025"
"","LOC_Os01g04800","SRP028766","SRX335971","Root_7d+Pi_r3","Nipponbare","21 days seedling","Root","4.19944"
"","LOC_Os01g04800","SRP028766","SRX335972","Root_7d-Pi_r1","Nipponbare","21 days seedling","Root","5.70056"
"","LOC_Os01g04800","SRP028766","SRX335973","Root_7d-Pi_r2","Nipponbare","21 days seedling","Root","9.98213"
"","LOC_Os01g04800","SRP028766","SRX335974","Root_7d-Pi_r3","Nipponbare","21 days seedling","Root","7.68272"
"","LOC_Os01g04800","DRP001141","DRX012208","Root_Cd_0h_r1","Nipponbare","10 days seedling","Root","40.0274"
"","LOC_Os01g04800","DRP001141","DRX012209","Root_Cd_0h_r2","Nipponbare","10 days seedling","Root","23.0111"
"","LOC_Os01g04800","DRP001141","DRX012220","Root_Cd_0h_r3","Nipponbare","10 days seedling","Root","46.0609"
"","LOC_Os01g04800","DRP001141","DRX012210","Root_Cd_1h_r1","Nipponbare","10 days seedling","Root","193.269"
